Academic Performance (GPA),Relevant Skills (0-10),Experience (Months),Weekly Hours Available,Laptop Availability,Constant Internet Access,Internship Success
4.8234399728189645,8,35,38,1,0,0
3.891907232534825,2,40,32,0,0,0
3.9290317236747496,2,26,39,1,1,0
3.1999477341507103,3,45,37,0,0,0
4.423732332979842,4,1,27,0,1,0
2.9676093713938085,9,24,33,1,0,0
3.309198091010609,0,8,30,1,1,0
3.563591096541042,6,26,16,1,1,0
3.7690259467111376,8,0,10,1,1,0
3.1060243310377005,7,22,14,1,0,0
2.787092061848009,4,9,26,0,1,0
4.026550106104081,3,41,37,0,1,0
3.2215763831006394,6,24,38,0,0,0
3.95309555355653,4,2,17,1,1,0
2.8859067881855056,6,5,24,1,1,0
3.702850254637044,0,5,29,0,1,0
3.831473581378965,0,1,13,1,0,0
2.6295588420560674,9,17,11,1,0,0
3.3415106954848017,2,22,14,1,0,0
2.8360366923474354,10,1,10,0,0,0
2.6584374261819192,1,11,34,1,1,0
4.974900580974863,1,21,14,0,0,0
3.3058846124368078,6,36,15,1,0,0
4.524686114636587,9,19,11,1,0,0
3.1366016369094094,1,38,35,0,1,0
4.203756805559824,10,23,35,1,1,1
4.400569649724217,3,47,10,1,1,0
3.989096851519611,1,19,13,1,0,0
3.678940471375396,5,0,16,0,1,0
3.5296022853681714,7,0,31,1,1,0
3.372170666357488,9,16,35,1,0,0
4.823822860619565,3,0,10,1,1,0
4.576548519469323,4,44,10,1,0,0
4.912567276666282,3,29,17,1,0,0
2.8107430587138618,2,40,29,0,1,0
4.327168688009111,4,46,25,0,0,0
4.845851142052595,8,2,30,1,0,0
2.95308266541415,7,45,22,1,0,0
2.666240668416944,7,10,32,0,0,0
4.352801623225147,7,23,33,1,0,0
3.93618278294978,7,21,40,1,0,0
4.60457194189568,6,43,35,1,1,0
2.849430941565724,7,44,32,1,0,0
4.4881682796497255,10,25,27,1,0,0
3.004068300119361,7,12,39,1,0,0
2.909139857164261,7,0,40,1,0,0
2.9106644948274822,9,23,29,1,1,0
4.536436800578455,6,9,19,0,1,0
4.1629930517405,0,34,21,0,0,0
3.8076635619227983,3,23,10,1,1,0
3.3970762103087564,3,27,19,1,0,0
4.693001352032771,4,35,18,1,0,0
3.481112768556589,9,15,12,1,0,0
4.541498598678943,5,39,37,0,0,0
3.597837271425546,3,15,28,0,1,0
3.442361073562269,1,16,35,0,1,0
3.656699464174016,5,14,18,0,0,0
3.253444685410355,7,15,19,1,0,0
4.369023450440627,7,14,28,1,1,0
3.756800975231198,6,33,25,1,1,0
3.080531737867043,5,10,33,0,0,0
4.748936433186421,1,0,27,1,1,0
3.459728053433029,6,14,23,1,0,0
3.858882152784972,10,25,38,0,1,0
4.766180277411367,4,3,12,0,1,0
4.06059498978498,5,42,11,0,1,0
2.7922451017709102,9,4,10,0,1,0
4.849580309033688,7,34,27,0,0,0
4.069270132678545,7,12,33,1,0,0
3.3372640366427158,2,9,18,1,1,0
2.848180181658468,6,10,22,0,0,0
4.48506297317574,0,17,11,1,1,0
4.050181889821284,0,33,16,1,1,0
3.833652729940804,6,38,25,1,0,0
4.734731457627394,9,40,40,1,0,0
4.471493028061326,8,41,30,0,0,0
2.879187199331878,6,22,28,1,1,0
3.279305169488871,9,6,34,1,0,0
3.1212228495361645,4,38,24,1,0,0
4.359865731431692,7,2,31,0,0,0
2.5838310868394485,1,11,20,1,0,0
3.9247242121782913,8,6,10,0,1,0
4.406146714351726,5,48,30,0,1,0
4.691914091904374,8,25,16,0,1,0
3.3552043717897684,1,32,29,0,1,0
4.553143261680033,2,36,17,1,1,0
2.7765793423880183,7,47,19,0,1,0
4.616130729336295,0,14,14,0,1,0
2.818721655829956,9,1,18,0,0,0
3.493218226400918,6,40,34,0,1,0
4.493238414448884,6,6,34,0,1,0
2.8747935683719343,0,31,10,1,1,0
3.073128488081604,8,3,11,0,1,0
4.305631420982666,7,19,28,1,0,0
4.300091341365186,3,35,23,1,1,0
4.102869082213243,9,31,29,0,1,0
4.234871111167751,10,27,19,1,0,0
3.856811108368991,4,12,18,1,1,0
3.1294976472673817,1,0,19,1,1,0
3.3642399837597985,8,34,38,0,1,0
2.953994292003564,5,47,15,0,1,0
4.771126403334071,2,29,26,0,1,0
3.958479486915301,6,35,37,0,1,0
3.5021285419091,8,24,34,0,1,0
3.655014509110332,2,15,15,0,0,0
4.868208349029539,1,18,13,0,0,0
2.883378507790201,6,0,39,1,1,0
3.965574580041993,6,4,29,1,0,0
3.764721697211165,3,21,12,0,1,0
4.02863558858662,10,23,32,1,0,0
2.545275459552101,8,42,28,0,1,0
4.680309772360379,7,44,27,0,0,0
4.83029570620903,0,36,35,0,1,0
3.912832958973023,0,35,33,1,0,0
4.241627059692231,4,35,13,0,0,0
4.806248452943239,5,3,17,0,1,0
4.268096585783496,2,35,26,0,1,0
2.881347607285653,8,17,40,0,0,0
3.940720900417033,9,15,14,1,0,0
4.01678761595714,5,40,22,0,1,0
3.560326678255965,3,17,34,1,0,0
4.341110589061807,6,21,10,1,1,0
4.835917536922537,7,1,36,0,0,0
4.813921282266941,8,20,22,0,0,0
3.6270984285103305,10,35,13,1,1,0
2.7830951146018883,5,43,31,1,1,0
4.962102997405836,5,38,35,1,1,0
4.597245216114835,7,46,33,1,0,0
2.811656703008167,4,38,23,0,0,0
4.802104706543431,2,28,12,1,0,0
4.674740905155321,2,25,14,1,1,0
3.79709514281518,5,20,16,1,0,0
3.9781885893623232,1,16,10,1,0,0
3.4975067596753258,5,15,40,0,1,0
2.636904097055078,5,30,32,0,0,0
3.3379931041147524,7,8,38,0,0,0
4.507133621495028,6,30,21,1,1,0
2.511580057511507,7,13,20,1,1,0
3.3337479292278607,8,48,33,0,1,0
3.4954217339773583,5,36,17,0,1,0
3.843489007344808,2,1,34,1,1,0
4.799639041031901,9,47,15,0,1,0
3.3658649859149032,2,45,37,1,1,0
3.367383004740569,10,13,31,1,1,0
4.343753120274371,0,32,11,1,1,0
3.630544852224518,10,34,28,1,0,0
3.061512057349955,4,38,29,1,1,0
3.6310987903317336,3,46,29,1,1,0
2.8521425509494995,8,19,33,0,0,0
2.9409674662655583,8,1,23,0,1,0
3.7459194318486992,4,40,10,0,0,0
3.5473136237613696,9,18,19,1,0,0
4.78711475267025,3,36,25,0,1,0
3.4059847477915826,6,17,39,1,0,0
3.951470875695109,5,15,13,1,1,0
4.080660719798826,3,3,36,1,1,0
2.532736141470834,9,11,37,1,0,0
4.1588434300417765,1,28,38,0,0,0
2.9450899171743785,0,6,20,0,0,0
4.902675793673637,3,13,25,0,1,0
2.8716568193827823,3,11,36,1,1,0
3.5365603093175597,0,34,29,0,0,0
2.7133741701966096,5,4,10,0,1,0
4.992185629614868,3,16,25,0,1,0
3.7554875258281055,0,41,28,1,0,0
3.9884625433001095,0,31,30,0,0,0
2.6676911934710685,0,9,31,1,0,0
4.374901175997945,7,42,18,0,0,0
3.0247639827389645,9,16,18,1,0,0
4.745135723601784,7,4,18,0,0,0
3.012849101205018,1,44,36,0,0,0
2.976719301659166,10,41,26,0,0,0
2.591374169620237,6,8,21,1,0,0
3.680167362774998,7,48,34,0,0,0
3.912102833156541,7,32,22,0,1,0
2.664271598570881,10,35,17,1,1,0
4.438819041737526,9,35,25,1,0,0
3.633222086870069,10,17,27,1,1,0
3.81097567331895,6,8,38,1,1,0
3.60190686734557,4,28,36,0,1,0
3.501907652188315,0,13,10,0,1,0
3.899100828270545,8,24,10,1,1,0
2.888100614826781,6,14,21,0,1,0
2.9548203262381776,1,5,15,1,0,0
4.654464052533793,5,41,18,0,0,0
4.865288655334082,1,28,32,1,1,0
3.4332732906993826,0,14,14,0,1,0
3.1768616828588847,6,28,36,1,0,0
4.109998858097539,1,3,25,1,1,0
3.5218354277452413,1,17,27,0,1,0
2.563465889150862,10,48,26,0,1,0
2.890381493415476,4,43,27,0,1,0
4.289930572118494,4,38,10,1,1,0
4.147309854775378,6,15,28,0,0,0
2.5677399812587085,0,10,31,1,0,0
3.054930404832373,7,13,38,0,1,0
3.0776869914701788,2,2,17,0,0,0
4.179731858996821,3,41,12,1,1,0
2.5492763443859103,8,37,35,1,1,0
2.7602714549614347,3,44,34,0,1,0
4.4997902134329735,9,41,35,1,1,1
2.946361655135834,4,17,14,1,1,0
4.131865269629687,6,19,32,0,1,0
3.095456952616816,3,47,17,1,1,0
2.748603481898363,0,24,28,0,1,0
3.107930477498635,8,37,27,0,1,0
4.305667329639148,3,12,27,1,0,0
4.639241170265715,8,3,30,0,1,0
4.57554966141748,5,13,40,1,0,0
3.492958824046137,0,32,10,0,0,0
4.170212841426615,2,27,24,1,1,0
3.0124607385395525,10,36,27,1,0,0
3.2328693256525334,1,7,38,1,1,0
4.7408395463028,8,43,34,1,1,1
2.53250480877684,0,33,16,1,1,0
2.71377132713617,8,43,25,0,1,0
3.019715637865068,8,4,40,0,0,0
2.566330509684549,7,4,25,1,0,0
2.9535885877244934,7,30,24,0,1,0
3.95760390242423,10,44,15,1,0,0
3.5535613764812446,0,8,18,1,0,0
4.731679277692438,10,41,16,0,0,0
4.543608904346103,7,31,23,0,1,0
3.35454337924469,9,32,20,1,0,0
3.1485585835782315,2,2,30,1,0,0
3.4492310204181678,10,29,40,1,0,0
3.975737356287019,6,11,25,1,1,0
3.17015910205719,10,28,34,1,0,0
4.060372269622835,0,2,15,1,0,0
3.523529130478101,0,25,31,0,1,0
3.880117952129951,9,29,36,1,0,0
3.590316322838292,4,8,25,1,1,0
3.236164398854794,4,25,29,0,1,0
4.871133267405392,7,1,38,1,1,0
4.4090144853994016,6,2,25,1,1,0
2.8502829394161315,7,45,21,0,1,0
4.671169939744782,5,3,26,1,1,0
3.718577995623784,5,24,14,0,0,0
4.736380567235228,1,12,36,1,1,0
4.4996381398682885,5,38,34,0,0,0
3.563033761173084,4,43,22,0,0,0
2.5561732708002936,2,34,17,0,1,0
3.171693398462365,5,22,33,1,0,0
3.854085536652168,7,8,14,1,0,0
4.083695549565368,8,1,21,0,0,0
3.1447192135830058,0,40,18,0,1,0
2.84839018518206,2,43,12,1,0,0
4.587325591998248,2,30,12,1,0,0
4.96100545175888,10,43,10,1,1,0
3.8142254557567146,7,46,34,1,0,0
2.929198214620759,0,1,31,1,0,0
3.1807683162984226,4,31,27,0,0,0
2.5459766913686668,2,17,33,1,1,0
4.785747016401247,1,12,21,0,0,0
2.794377707225353,7,45,18,1,0,0
3.941291188785634,2,4,18,0,1,0
3.185138051718015,6,41,27,0,1,0
3.8854450062894834,10,43,27,1,1,0
4.128550970879661,0,9,38,0,0,0
4.574354509268004,5,42,16,0,1,0
3.016053179401508,2,24,36,0,1,0
2.527489571646201,7,33,13,0,1,0
2.842214075172018,5,36,22,1,0,0
4.750046604620263,1,29,26,0,1,0
4.684725193906289,5,6,33,1,1,0
3.993532755425771,6,5,11,0,1,0
4.001292151084133,4,2,23,1,1,0
4.162591686365639,2,12,12,1,1,0
2.938428196558624,3,2,14,1,0,0
4.7860298648124,3,25,23,0,0,0
3.546926312230183,5,23,12,1,1,0
3.4578463206237435,9,5,32,1,1,0
3.797294263207094,0,42,16,0,1,0
2.617414916937637,10,48,39,1,0,0
2.9157084218901987,3,41,27,0,0,0
4.345084041065926,9,11,22,0,0,0
2.706996669812816,3,48,38,1,0,0
4.00788027366597,9,35,32,0,1,0
3.1133727742033024,0,1,36,0,1,0
3.4732390351049416,8,10,31,0,1,0
3.2217343419267497,3,38,19,1,1,0
3.3891817911623727,6,33,34,0,0,0
4.297614762960613,2,25,22,0,1,0
3.2428042890579376,9,17,25,0,0,0
3.9160116007422423,2,20,18,1,0,0
3.690126005497749,7,35,11,0,1,0
4.15917791340662,7,39,32,1,0,0
4.842074348311895,10,45,14,0,0,0
4.3314302430256255,0,43,38,1,1,0
3.037350946476892,9,21,31,1,0,0
2.577957837653212,1,29,26,1,0,0
3.1556601107495625,7,42,32,0,1,0
3.987694826750637,0,29,31,0,0,0
2.628564533710626,7,7,13,0,0,0
3.7409156180030902,7,33,26,1,1,0
3.9921071222922233,1,46,18,0,0,0
3.335609727042402,3,8,29,0,1,0
4.427280509364555,5,19,11,1,0,0
2.7664956328344297,10,39,33,0,0,0
2.6878444543395217,8,24,27,0,1,0
4.320471890509008,7,18,30,1,1,1
3.738728290515496,7,4,36,1,0,0
4.22100599106934,6,10,31,0,1,0
3.5870683465093656,8,14,20,1,0,0
3.1160050830977672,1,7,22,0,1,0
4.547755794185499,2,18,17,0,0,0
4.498539697422448,9,22,36,0,0,0
4.236741177136067,7,26,10,0,0,0
3.1803628430749065,5,39,26,0,0,0
3.9755766671727177,9,31,21,1,0,0
3.402434742350067,8,25,13,1,1,0
2.728955183316585,9,26,30,0,1,0
4.793283938655607,3,18,22,1,0,0
2.8420465772974035,7,41,40,1,0,0
4.875593384552007,9,28,38,0,1,0
3.615014432394889,2,38,18,1,1,0
2.962832322096549,2,40,36,1,1,0
3.854752368445896,7,32,39,0,1,0
4.682364589691021,4,18,16,0,1,0
4.330562216023903,2,36,32,0,0,0
4.516402869653625,9,18,33,0,0,0
4.146958416776793,10,32,40,0,1,0
4.230691411294631,0,46,14,0,1,0
4.622989128913298,2,15,14,0,1,0
3.1241700221479647,8,22,26,1,1,0
3.723562409107851,4,6,39,0,1,0
3.0530236045490056,9,25,18,1,1,0
4.969170019991617,1,31,15,1,1,0
4.860148349216534,6,11,34,0,1,0
2.5985670284212645,1,7,28,1,1,0
4.263937931289221,3,4,25,1,0,0
4.813120793539165,6,41,30,1,1,0
2.951438362818334,3,27,11,0,1,0
3.919863076381573,6,4,19,1,0,0
4.788720743970105,6,48,25,1,0,0
2.584864946464497,0,25,14,0,0,0
4.2435506681171,5,4,24,1,1,0
3.243372518431377,8,21,22,1,1,0
4.810990488441326,1,14,22,1,1,0
4.92764561291342,2,12,22,1,1,0
4.860666222783585,9,27,24,1,0,0
3.68553554164366,4,32,23,0,1,0
4.655106627473284,8,42,17,1,1,0
4.611373496337675,3,22,20,0,0,0
3.297751183108139,0,32,27,1,1,0
4.5722886853766935,3,42,33,0,1,0
2.592519086788732,5,17,13,0,1,0
3.990674696205133,4,29,35,0,1,0
3.075022093219258,0,25,19,1,0,0
2.801417214443197,3,15,40,1,0,0
2.692383004073023,5,12,10,1,0,0
4.24072193969535,9,38,38,1,0,0
3.3496874094201656,9,32,14,1,1,0
4.311916928821904,3,25,22,0,1,0
2.663390851997356,8,47,10,0,1,0
3.288225844576526,4,0,32,0,0,0
3.848728230938343,7,48,17,1,0,0
4.476807912097409,8,37,12,1,0,0
3.296881257330175,9,1,12,0,1,0
4.064728441092523,4,48,16,1,1,0
4.714944370590468,5,5,13,1,0,0
4.039657970455761,0,45,12,0,0,0
3.082398686884084,10,37,24,0,1,0
2.561001953891345,6,41,17,1,1,0
4.675247184752324,3,23,12,1,1,0
2.553173527125968,10,17,38,0,0,0
4.686754181710499,1,26,39,1,0,0
3.8223428350680297,4,40,16,0,0,0
4.847669246282241,2,7,27,0,0,0
4.496958089434163,5,27,20,0,1,0
4.994835276333344,7,9,20,1,1,0
3.3767795386292754,6,16,26,0,1,0
4.4179707223278175,2,28,37,0,0,0
3.504827284023105,7,5,15,1,1,0
3.699689050759772,1,13,17,0,1,0
4.068763658045925,9,21,10,1,1,0
4.684192785465847,8,5,38,1,1,0
4.960208672998238,3,25,19,1,1,0
4.420683534661295,0,38,37,0,0,0
3.5444169554183347,7,11,34,0,1,0
3.5533925056926754,6,34,40,1,1,0
4.343955753972229,10,13,28,1,0,0
3.096942864420756,4,21,12,1,0,0
2.7761852828284868,9,22,13,0,1,0
3.3865553941019413,4,47,20,1,1,0
3.2180974791352046,6,6,24,1,1,0
3.240770301139975,4,39,10,1,1,0
3.084019377624774,7,24,18,0,0,0
2.605232974090905,10,12,20,1,1,0
2.544684836833534,5,20,28,0,0,0
4.969305974340079,4,40,22,0,1,0
3.569432834339656,8,9,35,1,1,1
3.460816617899204,10,8,25,1,1,0
4.199118206732675,1,14,13,1,0,0
3.0456347196626603,0,1,10,0,1,0
4.874902959875564,7,24,29,0,1,0
4.46586253603888,2,12,22,0,0,0
2.7235275057806487,10,33,10,1,1,0
3.543951939462321,6,33,14,0,0,0
4.697795768905412,9,34,14,1,1,0
4.861830055728525,10,37,23,1,0,0
3.6685037781246734,7,2,36,1,0,0
4.033528473026769,5,41,32,0,0,0
2.917584865230188,9,5,23,0,1,0
4.977921565342442,8,47,17,0,0,0
3.0791792534586087,6,48,13,1,0,0
4.856829435337814,9,18,16,0,1,0
4.124116622480921,4,2,29,0,0,0
4.019341987197148,7,17,28,1,1,0
3.781721277541272,1,38,24,1,1,0
3.0766745292943964,6,8,31,0,0,0
2.941320080013771,3,11,13,1,0,0
3.0512155226754385,8,4,39,0,1,0
2.966095655360636,0,2,28,1,0,0
4.448961183916883,6,10,40,1,0,0
3.375313147916825,5,29,40,0,0,0
2.644606691408491,7,3,18,1,0,0
4.922756575352029,4,4,30,1,1,0
4.709464712408565,0,0,22,1,1,0
4.819380707988032,0,26,23,0,0,0
4.987269556616088,8,27,32,1,1,1
2.934738123048718,9,28,37,1,0,0
3.490605047256647,5,17,23,0,0,0
4.395596189260228,9,11,31,0,0,0
4.240051545134481,4,12,19,1,0,0
2.8847397658496376,0,40,25,1,1,0
4.539582812476544,5,1,40,1,0,0
3.061101429591652,5,36,14,0,1,0
3.0595440370565576,2,44,32,1,0,0
3.8424360572335337,7,15,36,0,1,0
3.982349837104258,0,47,15,0,1,0
3.950215519594528,0,23,35,1,1,0
2.728717093494387,5,34,11,1,1,0
4.693652156575951,9,21,22,0,0,0
3.1640001064717653,0,35,38,1,1,0
2.8237873032070104,5,10,22,1,0,0
4.721870199672443,0,45,28,0,1,0
4.889128745574384,5,28,27,1,1,0
4.655319043163626,2,34,37,0,1,0
4.523790186812195,7,47,28,1,0,0
4.138104951597555,5,14,10,0,1,0
3.877143426522848,10,30,17,0,0,0
2.7174668997785254,0,41,31,1,0,0
3.5211330326767465,4,40,25,0,0,0
3.431721292530785,7,42,38,0,1,0
3.149384459400816,2,15,11,1,1,0
4.308550284221463,5,9,17,1,1,0
3.739689337696927,4,48,15,1,1,0
2.70261553976912,5,31,25,0,1,0
3.050458004874528,9,1,32,0,1,0
4.20814690914899,0,23,20,0,1,0
2.6903271487257503,6,22,26,1,0,0
4.628017285121922,8,1,32,0,1,0
3.737866317534936,1,37,28,0,0,0
3.70146644331662,9,30,20,1,0,0
3.9810194616487937,4,39,37,0,1,0
4.561702414812872,9,25,17,1,1,0
3.369523019755482,3,28,31,1,0,0
4.195040381397659,5,2,13,1,0,0
3.914329909989478,5,13,20,0,1,0
3.167570675423553,10,24,17,0,0,0
4.696574965887895,1,47,18,0,0,0
4.493565054017321,1,0,35,1,0,0
4.146129586646064,3,2,11,1,0,0
4.626454322735604,0,25,25,1,1,0
4.668235502399506,8,17,40,0,1,0
4.270907441787587,6,8,15,0,0,0
4.59253332090918,6,37,30,0,0,0
4.243678654173209,2,22,30,0,0,0
4.200351929400751,10,20,35,0,1,0
4.046528445537961,2,0,36,1,1,0
4.381791598894103,0,20,28,0,0,0
2.896512763232684,2,26,37,1,0,0
4.702176897997321,2,41,17,1,0,0
4.6796088193630805,3,5,23,0,1,0
2.573118207586398,3,43,33,1,0,0
4.564541876411907,2,35,25,0,0,0
2.822174668683613,9,27,21,0,0,0
3.337797135647855,7,44,14,1,0,0
4.35877064072902,7,16,33,0,0,0
2.9018997401207707,0,39,35,0,1,0
4.544917560297655,6,2,40,1,1,0
4.580335444894355,10,11,33,1,1,1
3.7686693344020905,1,38,28,1,0,0
2.515964679292084,0,11,27,1,1,0
3.217595332937282,2,1,18,1,0,0
4.042317295939355,3,45,11,1,1,0
4.952965445068559,5,21,34,0,1,0
4.079533817541671,9,22,29,0,0,0
3.1495089526603994,4,29,21,0,0,0
4.0850142577490285,3,4,38,1,0,0
3.849963449289639,7,8,11,0,1,0
4.449613487877859,10,20,19,1,0,0
2.767451597067396,3,10,10,0,1,0
4.40256975625507,9,4,13,1,1,0
3.853166446690276,1,34,34,0,1,0
4.907480009647486,2,26,21,1,0,0
3.3546804150967158,5,48,18,1,0,0
4.081554732834871,7,1,13,1,0,0
4.830070263775044,7,23,18,1,1,0
2.756274319976698,10,30,40,0,1,0
4.843071218091128,8,32,37,0,0,0
4.219714305752033,6,38,15,1,1,0
2.6695926477629297,1,29,10,1,1,0
3.2524089173670405,7,45,19,1,1,0
4.270430221613204,6,36,38,0,0,0
2.6683765036719294,7,27,23,1,1,0
3.955426150440683,2,30,31,1,1,0
3.364707642382392,6,10,34,0,0,0
4.0522887944186925,9,22,38,1,0,0
2.614355084531282,8,1,27,1,0,0
4.6788420153809405,2,39,15,0,0,0
4.933722422943492,9,40,27,1,0,0
4.922194638214229,5,26,29,1,0,0
4.374129579357312,1,34,25,0,1,0
2.82521560032658,1,1,24,1,1,0
4.395657989822556,4,38,25,0,1,0
2.561467291147004,4,36,17,1,1,0
2.555308878822493,6,20,22,1,0,0
3.309025547873853,1,4,32,1,1,0
3.721607976011665,10,44,20,1,0,0
4.426018544519483,6,20,37,1,0,0
4.208238441516263,4,28,38,0,1,0
3.614756765941871,5,19,34,1,1,0
3.1840666657041647,7,37,16,1,0,0
4.992811250394277,9,19,26,0,0,0
3.565453255589932,3,24,27,0,0,0
3.628467560824189,6,1,31,1,0,0
2.9090595529791727,5,31,32,0,1,0
4.487023871874824,9,25,28,1,0,0
4.234205564453721,1,5,34,0,1,0
3.051924031971901,7,40,22,0,0,0
2.705952614039606,9,2,24,1,0,0
4.201248255186783,8,32,32,0,0,0
4.136278035702838,4,0,39,1,1,0
3.183148817495524,9,4,31,0,0,0
4.877158905626025,3,12,38,0,1,0
2.8776447294522507,5,18,31,0,1,0
3.580837002606505,7,11,10,1,1,0
4.859039800418997,10,47,38,1,0,0
3.5493182923153057,2,24,25,0,1,0
4.096314869160214,9,34,14,1,1,0
3.4939859949069856,10,11,35,1,0,0
3.185538005871675,10,29,12,1,0,0
4.95994411989957,0,4,32,0,1,0
3.5233350157876075,3,33,19,1,1,0
4.735248009197836,3,21,28,0,0,0
3.074886514727716,0,38,14,0,1,0
3.032761760062708,8,12,16,0,1,0
2.5778352072112782,2,46,23,0,1,0
4.129167063439713,4,2,12,0,0,0
3.421315859309403,5,19,22,1,1,0
4.6608956245990925,7,30,22,1,0,0
3.683024766728893,5,4,19,0,0,0
4.920483569786804,2,23,11,1,0,0
2.9638137892578027,5,39,15,1,1,0
4.671557919889027,0,32,17,1,0,0
4.441492131979354,3,7,13,1,1,0
4.42730461161013,5,23,34,1,0,0
4.61195807029222,6,19,21,1,1,0
4.402559977357497,10,15,37,1,1,1
4.065550804078539,10,11,24,0,1,0
2.828112194205969,9,12,17,0,0,0
2.58131544872813,2,44,16,0,1,0
4.8021196195392175,8,41,23,1,1,0
4.041625786301845,6,38,32,1,0,0
4.49134322744044,0,24,28,0,0,0
3.7038058787813752,1,45,23,1,1,0
2.793270472405986,0,31,31,1,0,0
2.812964480506376,10,23,22,0,0,0
4.213913218072428,8,47,38,0,0,0
3.5757647372486567,8,46,30,0,1,0
3.001311816750842,6,43,10,1,0,0
3.728986366853592,9,8,36,1,1,1
2.6605223426878357,2,39,28,1,0,0
3.954928504785997,4,22,38,0,0,0
3.1724835110877443,3,12,37,0,1,0
4.493897751592971,6,31,10,1,0,0
3.2759048973089344,8,14,13,0,0,0
3.638050372704503,1,35,19,0,0,0
2.529051349770252,7,48,12,1,0,0
2.681117219486397,8,4,36,0,1,0
3.481233891016712,9,21,29,0,1,0
3.6998470867928086,9,15,18,0,1,0
4.000051370298259,8,40,12,1,1,0
3.229156446773258,9,9,37,1,1,0
4.237454715316357,6,23,15,0,1,0
4.650305992973012,8,17,15,1,1,0
4.449627472233375,8,48,32,1,0,0
2.599047063370893,2,17,34,1,1,0
3.701267368144572,3,6,21,0,1,0
2.762325446045437,1,3,32,1,1,0
3.105112539656319,9,25,39,0,0,0
4.966656483167866,2,4,10,0,1,0
2.856238857253783,10,15,25,1,1,0
3.74722038362839,10,34,40,0,1,0
4.0453893357952975,4,25,33,1,0,0
4.25616242636026,4,17,14,1,1,0
3.899121708717285,5,28,18,0,0,0
2.524427118547959,6,22,19,0,0,0
3.31615327060998,6,13,22,1,0,0
3.794279108461778,0,14,24,1,0,0
2.7196662478620834,1,48,21,1,1,0
3.376567328022952,8,32,14,1,0,0
2.583007771978417,9,24,14,0,0,0
2.696446242887552,1,20,40,0,1,0
3.49230819050399,5,16,37,0,0,0
2.8317893851076508,10,22,37,1,0,0
3.918852120653895,10,42,39,0,0,0
4.223662422843164,0,16,27,0,0,0
4.501466747772707,2,13,21,0,0,0
3.000375610612025,1,28,36,0,0,0
2.9187064556476745,2,19,12,1,1,0
2.761419600836001,4,29,35,0,1,0
4.091075623859092,10,18,34,0,1,0
4.266189316217253,9,38,16,0,1,0
2.578965362064105,5,12,26,0,0,0
4.840530615609225,8,17,28,1,0,0
2.629928209128681,10,22,37,1,0,0
3.853240838252676,9,45,27,0,1,0
4.272651298627292,3,32,10,1,1,0
4.677422809365214,6,38,34,1,0,0
4.285217330331069,5,39,33,1,0,0
4.50432020767448,1,17,40,1,1,0
3.348625481357015,9,8,14,0,1,0
4.537062784366281,10,32,36,1,1,1
2.700287115961688,10,31,37,1,1,0
4.737041640151319,10,16,11,0,0,0
3.8689809403843407,7,18,10,0,1,0
4.543244424906234,6,26,16,0,1,0
3.6307957112957503,6,5,38,0,0,0
4.108944237991312,7,34,20,1,0,0
3.816006652340283,10,36,20,0,0,0
4.32897380438833,0,33,40,1,1,0
2.7040749550764738,0,19,27,1,1,0
2.650880209976409,7,24,26,0,1,0
3.117758085025366,3,3,11,0,1,0
2.898861700282971,4,9,16,1,0,0
4.679458916480504,7,9,16,1,0,0
3.0480349683951107,4,23,19,0,1,0
4.939663139547829,9,20,31,0,1,0
3.342239479427767,3,10,30,0,1,0
2.9552947892217483,5,26,12,1,0,0
4.474246267856198,4,15,39,1,1,0
4.14676943875219,6,25,21,0,0,0
3.745489291132848,9,29,12,1,1,0
3.8884088773440784,6,48,20,0,0,0
4.298004445680659,3,15,38,1,0,0
3.071136853328247,4,6,21,1,1,0
4.990834790141855,2,15,34,0,0,0
4.936982905366958,3,34,13,0,0,0
4.125814215867342,3,15,34,0,1,0
2.998856127322863,2,39,25,1,0,0
4.200570606078228,9,11,29,1,1,0
2.68049602244794,4,34,27,0,0,0
2.576631255514515,4,48,40,1,0,0
3.1442072212780343,10,20,13,0,0,0
3.656557391848291,6,42,31,1,0,0
4.670681263520951,3,35,15,0,1,0
4.317922674415771,3,47,30,1,1,0
4.356766302999953,8,16,40,1,1,1
3.5637333361201886,5,31,24,1,0,0
3.364837481367408,3,40,10,1,0,0
3.4275969074615067,1,5,12,0,1,0
4.969123909340144,5,23,14,1,1,0
2.600272978531206,1,26,31,0,1,0
4.667578740306121,4,19,39,0,1,0
3.946688521430984,5,24,26,0,0,0
3.596538547973976,3,1,39,0,1,0
4.313144151037841,2,8,23,1,0,0
3.716672353561757,6,27,18,0,1,0
4.683558095204152,1,37,39,1,0,0
4.751754660028146,10,2,12,1,1,0
3.5543023171836383,5,19,35,1,1,0
3.192069493087629,3,5,22,1,0,0
3.9808758214834055,5,38,12,0,0,0
4.780908364041728,3,32,20,1,1,0
3.0266554725141663,3,0,11,0,0,0
4.0574164589087065,3,36,33,1,1,0
4.078900550231301,8,5,24,1,0,0
4.332782556038202,6,44,22,0,1,0
2.8289192128181497,2,33,28,1,1,0
4.289562411705221,2,46,31,1,1,0
4.772581301664102,5,14,25,1,1,0
2.9492077721756047,5,44,27,1,1,0
3.093858312309694,3,25,16,1,1,0
4.928487735104099,8,13,22,0,1,0
2.952442381773724,3,6,13,1,1,0
